instr_resp.keys,instr_resp.rt,prac_resp.keys,prac_resp.corr,prac_1.thisRepN,prac_1.thisTrialN,prac_1.thisN,prac_1.thisIndex,prac_1.ran,prac_1.order,imageFile,posX,posY,corrAns,*Participant ID ,date,expName,psychopyVersion,frameRate,prac_resp.rt,instr_resp2.keys,instr_resp2.rt,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,prac_2.thisRepN,prac_2.thisTrialN,prac_2.thisN,prac_2.thisIndex,prac_2.ran,prac_2.order,pover_resp.keys,pover_resp.rt,earlyresp.keys,resp.keys,resp.corr,Groups.thisRepN,Groups.thisTrialN,Groups.thisN,Groups.thisIndex,Groups.ran,Groups.order,countgroups,masterBlock.thisRepN,masterBlock.thisTrialN,masterBlock.thisN,masterBlock.thisIndex,masterBlock.ran,masterBlock.order,masterFile,Block1.thisRepN,Block1.thisTrialN,Block1.thisN,Block1.thisIndex,Block1.ran,Block1.order,condFile,instr,StopSide.thisRepN,StopSide.thisTrialN,StopSide.thisN,StopSide.thisIndex,StopSide.ran,StopSide.order,resp.rt,earlyresp.rt
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,33,1,79,0.527,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,21,1,79,0.58,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,40,1,79,0.31,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,10,1,79,0.496,
,,,,,,,,,,circle.jpg,-0.1,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,15,1,79,0.127,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,22,1,79,0.294,
,,,,,,,,,,circle.jpg,-0.1,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,55,1,79,0.312,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,2,1,79,0.342,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,32,1,79,0.41,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,58,1,79,0.31,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,0,1,79,0.344,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,41,1,79,0.311,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,69,1,79,0.293,
,,,,,,,,,,square.jpg,0.1,0,none,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,43,1,79,0.361,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,18,1,79,0.36,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,24,1,79,0.342,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,60,1,79,0.264,
,,,,,,,,,,circle.jpg,-0.1,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,31,1,79,0.259,
,,,,,,,,,,circle.jpg,-0.1,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,63,1,79,0.293,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,50,1,79,0.21,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,8,1,79,0.36,
,,,,,,,,,,circle.jpg,-0.1,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,23,1,79,0.093,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,64,1,79,0.443,
,,,,,,,,,,circle.jpg,-0.1,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,47,1,79,0.328,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,25,1,79,0.527,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,14,1,79,0.393,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,68,1,79,0.31,
,,,,,,,,,,circle.jpg,-0.1,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,39,1,79,,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,45,1,79,0.275,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,36,1,79,0.227,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,48,1,79,,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,6,1,79,,
,,,,,,,,,,square.jpg,0.1,0,none,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,11,1,79,,
,,,,,,,,,,,,,,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",,,,,,,,
,,,,,,,,,,,,,,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,,,,,,,,,,,,,,,,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,16,1,79,0.31,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,45,1,79,0.277,
,,,,,,,,,,circle.jpg,-0.1,0,none,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,63,1,79,0.311,
,,,,,,,,,,circle.jpg,-0.1,0,none,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,55,1,79,,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,29,1,79,0.361,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,54,1,79,0.11,
,,,,,,,,,,square.jpg,0.1,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,75,1,79,0.477,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,2,1,79,0.293,
,,,,,,,,,,square.jpg,0.1,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,35,1,79,,0.927
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,58,1,79,,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,14,1,79,0.276,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,37,1,79,0.329,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,26,1,79,0.393,
,,,,,,,,,,square.jpg,0.1,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,59,1,79,0.56,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,22,1,79,0.293,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,9,1,79,,
,,,,,,,,,,circle.jpg,-0.1,0,none,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,7,1,79,,
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,64,1,79,0.227,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,21,1,79,,0.826
,,,,,,,,,,square.jpg,0,0,m,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,33,1,79,0.361,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,69,1,79,0.327,
,,,,,,,,,,circle.jpg,0,0,c,0103,2019-06-17_03h56.32.632,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,1,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,78,1,79,,
